"","external_gene_name","ensembl_gene_id","entrezgene_id","go_id","name_1006"
"12438","MFAP2","ENSG00000117122",4237,"GO:0001527","microfibril"
"12448","AL049569.1","ENSG00000226526",NA,"",""
"12286","ATP13A2","ENSG00000159363",23400,"GO:0016021","integral component of membrane"
"14279","SDHB","ENSG00000117118",6390,"GO:0009055","electron transfer activity"
"14429","PADI2","ENSG00000117115",11240,"GO:0005737","cytoplasm"
"14504","LINC02783","ENSG00000204362",NA,"",""
"16516","PADI1","ENSG00000142623",29943,"GO:0005737","cytoplasm"
"16613","PADI3","ENSG00000142619",51702,"GO:0005737","cytoplasm"
"16813","PADI4","ENSG00000159339",23569,"GO:0005737","cytoplasm"
"35645","RCC2","ENSG00000179051",55920,"GO:0003723","RNA binding"
"36297","ARHGEF10L","ENSG00000074964",55160,"GO:0005515","protein binding"
"36561","ACTL8","ENSG00000117148",81569,"GO:0005737","cytoplasm"
"36734","LINC01654","ENSG00000261781",NA,"",""
"36782","IGSF21","ENSG00000117154",84966,"GO:0016020","membrane"
"36799","IGSF21-AS1","ENSG00000230035",NA,"",""
"36845","AL591896.1","ENSG00000225387",NA,"",""
"36846","KLHDC7A","ENSG00000179023",127707,"GO:0005515","protein binding"
"36849","DYNLL1P3","ENSG00000235282",NA,"",""
"36976","PAX7","ENSG00000009709",5081,"GO:0003677","DNA binding"
"38411","TAS1R2","ENSG00000179002",80834,"GO:0007186","G protein-coupled receptor signaling pathway"
"38770","ALDH4A1","ENSG00000159423",8659,"GO:0055114","oxidation-reduction process"
"39246","IFFO2","ENSG00000169991",126917,"GO:0005882","intermediate filament"
"25873","AL137127.1","ENSG00000272084",NA,"",""
"25613","UBR4","ENSG00000127481",23352,"GO:0008270","zinc ion binding"
"5083","EMC1-AS1","ENSG00000230424",NA,"",""
"5085","EMC1","ENSG00000127463",23065,"GO:0072546","ER membrane protein complex"
"6723","MRTO4","ENSG00000053372",51154,"GO:0042254","ribosome biogenesis"
"8629","AKR7L","ENSG00000211454",NA,"",""
"8631","AKR7A3","ENSG00000162482",22977,"GO:0005737","cytoplasm"
"8647","AL035413.1","ENSG00000270728",NA,"",""
"9386","AKR7A2","ENSG00000053371",8574,"GO:0005737","cytoplasm"
"202","RNU6-1099P","ENSG00000200403",NA,"",""
"9762","SLC66A1","ENSG00000040487",54896,"GO:0016020","membrane"
"10528","CAPZB","ENSG00000077549",832,"GO:0005737","cytoplasm"
"284","RN7SL277P","ENSG00000240490",NA,"",""
"211","RNU4-28P","ENSG00000201609",NA,"",""
"10523","AL031727.2","ENSG00000235185",NA,"",""
"10465","MICOS10","ENSG00000173436",440574,"GO:0005743","mitochondrial inner membrane"
"10525","AL031727.1","ENSG00000226396",NA,"",""
"10603","NBL1","ENSG00000158747",4681,"GO:0045666","positive regulation of neuron differentiation"
"13290","HTR6","ENSG00000158748",3362,"GO:0007186","G protein-coupled receptor signaling pathway"
"3174","TMCO4","ENSG00000162542",255104,"GO:0016020","membrane"
"3197","RNF186","ENSG00000178828",54546,"GO:0061630","ubiquitin protein ligase activity"
"3214","AL391883.1","ENSG00000235434",NA,"",""
"3246","OTUD3","ENSG00000169914",23252,"GO:0016787","hydrolase activity"
"3345","PLA2G2E","ENSG00000188784",30814,"GO:0005509","calcium ion binding"
"59","RN7SL304P","ENSG00000242688",NA,"",""
"3589","PLA2G2A","ENSG00000188257",5320,"",""
"3644","PLA2G5","ENSG00000127472",5322,"",""
"3814","PLA2G2D","ENSG00000117215",26279,"GO:0005509","calcium ion binding"
"3988","PLA2G2F","ENSG00000158786",64600,"GO:0005509","calcium ion binding"
"4016","Z98257.1","ENSG00000227066",NA,"",""
"4194","PLA2G2C","ENSG00000187980",391013,"GO:0005509","calcium ion binding"
"4212","UBXN10-AS1","ENSG00000225986",NA,"",""
"4206","UBXN10","ENSG00000162543",127733,"GO:0005515","protein binding"
"4550","LINC01757","ENSG00000228105",NA,"",""
"4829","VWA5B1","ENSG00000158816",127731,"",""
"4831","AL020998.1","ENSG00000226664",NA,"",""
"5489","LINC01141","ENSG00000236963",NA,"",""
"5518","CAMK2N1","ENSG00000162545",55450,"GO:0004860","protein kinase inhibitor activity"
"5538","MUL1","ENSG00000090432",79594,"GO:0004842","ubiquitin-protein transferase activity"
"8458","RPS4XP4","ENSG00000215520",NA,"",""
"8459","FAM43B","ENSG00000183114",163933,"GO:0005515","protein binding"
"8460","CDA","ENSG00000158825",978,"GO:0008270","zinc ion binding"
"8483","PINK1","ENSG00000158828",65018,"GO:0005524","ATP binding"
"8599","DDOST","ENSG00000244038",1650,"GO:0005789","endoplasmic reticulum membrane"
"13792","KIF17","ENSG00000117245",57576,"",""
"13963","SH2D5","ENSG00000189410",400745,"GO:0030054","cell junction"
"14028","AL663074.1","ENSG00000233069",NA,"",""
"14304","HP1BP3","ENSG00000127483",50809,"GO:0003677","DNA binding"
"17550","EIF4G3","ENSG00000075151",8672,"GO:0005515","protein binding"
"384","MIR1256","ENSG00000221808",NA,"",""
"18230","RPS15AP6","ENSG00000233072",NA,"",""
"18192","HSPE1P27","ENSG00000235112",NA,"",""
"26711","ECE1","ENSG00000117298",1889,"GO:0006508","proteolysis"
"26710","AL031005.1","ENSG00000236936",NA,"",""
"26964","ECE1-AS1","ENSG00000231105",NA,"",""
"28677","PPP1R11P1","ENSG00000236216",NA,"",""
"28678","AL592309.1","ENSG00000228823",NA,"",""
"28926","AL592309.2","ENSG00000236009",NA,"",""
"28928","NBPF2P","ENSG00000227001",NA,"",""
"28939","HS6ST1P1","ENSG00000187952",NA,"",""
"28940","CROCCP5","ENSG00000186543",NA,"",""
"30031","NBPF3","ENSG00000142794",84224,"GO:0005737","cytoplasm"
"30150","PFN1P10","ENSG00000176378",NA,"",""
"31711","ALPL","ENSG00000162551",249,"GO:0016791","phosphatase activity"
"32156","LINC02596","ENSG00000233431",NA,"",""
"33525","RAP1GAP","ENSG00000076864",5909,"GO:0005096","GTPase activator activity"
"36628","USP48","ENSG00000090686",84196,"GO:0005515","protein binding"
"36736","AL590103.1","ENSG00000231978",NA,"",""
"3859","LDLRAD2","ENSG00000187942",401944,"GO:0005515","protein binding"
"3863","HSPG2","ENSG00000142798",3339,"",""
"3858","AL590556.1","ENSG00000232037",NA,"",""
"5035","CELA3B","ENSG00000219073",23436,"GO:0006508","proteolysis"
"5018","CELA3A","ENSG00000142789",10136,"GO:0006508","proteolysis"
"5017","LINC01635","ENSG00000228397",NA,"",""
"5052","LINC00339","ENSG00000218510",NA,"",""
"4876","CDC42","ENSG00000070831",998,"GO:0005525","GTP binding"
"5051","CDC42-IT1","ENSG00000230068",NA,"",""
"4875","MPHOSPH6P1","ENSG00000271428",NA,"",""
"7234","WNT4","ENSG00000162552",54361,"GO:0005576","extracellular region"
"7357","PPIAP34","ENSG00000234397",NA,"",""
"7472","ZBTB40","ENSG00000184677",9923,"GO:0005515","protein binding"
"7480","ZBTB40-IT1","ENSG00000237200",NA,"",""
"7481","EPHA8","ENSG00000070886",2046,"GO:0016021","integral component of membrane"
"7530","C1QA","ENSG00000173372",712,"GO:0005515","protein binding"
"7590","C1QC","ENSG00000159189",714,"GO:0005515","protein binding"
"7908","C1QB","ENSG00000173369",713,"GO:0005515","protein binding"
"8208","EPHB2","ENSG00000133216",2048,"GO:0016021","integral component of membrane"
"8414","AL512444.1","ENSG00000225952",NA,"",""
"8851","LACTBL1","ENSG00000215906",646262,"",""
"8872","TEX46","ENSG00000227868",729059,"GO:0016020","membrane"
"9538","KDM1A","ENSG00000004487",23028,"GO:0003677","DNA binding"
"9621","AL031428.1","ENSG00000240553",NA,"",""
"9614","LUZP1","ENSG00000169641",7798,"GO:0005634","nucleus"
"9537","AL161672.1","ENSG00000229010",NA,"",""
"258","RNU6-135P","ENSG00000252578",NA,"",""
"9865","HTR1D","ENSG00000179546",3352,"GO:0007186","G protein-coupled receptor signaling pathway"
"9976","AL109936.2","ENSG00000215381",NA,"",""
"9977","LINC01355","ENSG00000261326",NA,"",""
"10161","HNRNPR","ENSG00000125944",10236,"",""
"10305","ZNF436","ENSG00000125945",80818,"GO:0006355","regulation of transcription, DNA-templated"
"10295","ZNF436-AS1","ENSG00000249087",NA,"",""
"10440","AL109936.3","ENSG00000271420",NA,"",""
"15233","TCEA3","ENSG00000204219",6920,"GO:0008270","zinc ion binding"
"15232","AL357134.1","ENSG00000232482",NA,"",""
"16643","ASAP3","ENSG00000088280",55616,"GO:0005515","protein binding"
"17369","E2F2","ENSG00000007968",1870,"GO:0006355","regulation of transcription, DNA-templated"
"17397","AL021154.1","ENSG00000235052",NA,"",""
"18193","ID3","ENSG00000117318",3399,"GO:0005634","nucleus"
"18288","MDS2","ENSG00000197880",259283,"",""
"18328","AL451000.1","ENSG00000229239",NA,"",""
"18365","RPL11","ENSG00000142676",6135,"GO:0003735","structural constituent of ribosome"
"18580","ELOA","ENSG00000011007",6924,"GO:0005634","nucleus"
"18592","ELOA-AS1","ENSG00000236810",NA,"",""
"23264","PITHD1","ENSG00000057757",57095,"GO:0005634","nucleus"
"26783","LYPLA2","ENSG00000011009",11313,"GO:0016787","hydrolase activity"
"27871","GALE","ENSG00000117308",2582,"",""
"28492","HMGCL","ENSG00000117305",3155,"GO:0004419","hydroxymethylglutaryl-CoA lyase activity"
"28660","FUCA1","ENSG00000179163",2517,"GO:0005975","carbohydrate metabolic process"
"28702","CNR2","ENSG00000188822",1269,"GO:0007186","G protein-coupled receptor signaling pathway"
"28701","BTBD6P1","ENSG00000229106",NA,"",""
"28700","AL590609.2","ENSG00000232557",NA,"",""
"28768","H3P1","ENSG00000230228",NA,"",""
"28810","PNRC2","ENSG00000189266",55629,"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"29180","SRSF10","ENSG00000188529",10772,"GO:0003676","nucleic acid binding"
"30657","AL591178.1","ENSG00000225315",NA,"",""
"30572","MYOM3","ENSG00000142661",127294,"GO:0005737","cytoplasm"
"30794","IL22RA1","ENSG00000142677",58985,"GO:0005515","protein binding"
"30855","IFNLR1","ENSG00000185436",163702,"GO:0005515","protein binding"
"30927","LINC02800","ENSG00000230023",NA,"",""
"30929","GRHL3-AS1","ENSG00000232298",NA,"",""
"31085","GRHL3","ENSG00000158055",57822,"GO:0003700","DNA-binding transcription factor activity"
"30988","STPG1","ENSG00000001460",90529,"GO:0005739","mitochondrion"
"30930","NIPAL3","ENSG00000001461",57185,"GO:0016021","integral component of membrane"
"32711","RCAN3","ENSG00000117602",11123,"GO:0003676","nucleic acid binding"
"32710","NCMAP-DT","ENSG00000264443",NA,"",""
"33325","NCMAP","ENSG00000184454",400746,"GO:0005887","integral component of plasma membrane"
"33324","AL445686.1","ENSG00000227312",NA,"",""
"33442","SRRM1","ENSG00000133226",10250,"",""
"34936","CLIC4","ENSG00000169504",25932,"GO:0005623","cell"
"227","RNU6-1208P","ENSG00000238482",NA,"",""
"35077","RUNX3","ENSG00000020633",864,"GO:0003677","DNA binding"
"35126","AL445471.1","ENSG00000229162",NA,"",""
"35154","AL445471.2","ENSG00000261025",NA,"",""
"35155","AL050344.1","ENSG00000233755",NA,"",""
"35178","IFITM3P7","ENSG00000233419",NA,"",""
"35179","AL031432.1","ENSG00000231953",NA,"",""
"35180","SYF2","ENSG00000117614",25949,"GO:0003723","RNA binding"
"35228","RSRP1","ENSG00000117616",57035,"GO:0005515","protein binding"
"35226","AL031432.3","ENSG00000272432",NA,"",""
"35231","AL031432.2","ENSG00000261349",NA,"",""
"35232","RHD","ENSG00000187010",6007,"GO:0016020","membrane"
"35227","SDHDP6","ENSG00000224183",NA,"",""
"25590","TMEM50A","ENSG00000183726",23585,"GO:0016020","membrane"
"25598","RHCE","ENSG00000188672",6006,"GO:0016020","membrane"
"25589","AL031284.1","ENSG00000238084",NA,"",""
"27150","MACO1","ENSG00000204178",55219,"GO:0023041","neuronal signal transduction"
"27648","LDLRAP1","ENSG00000157978",26119,"GO:0005515","protein binding"
"28490","AL606491.1","ENSG00000225643",NA,"",""
"30505","MAN1C1","ENSG00000117643",57134,"GO:0016020","membrane"
"30544","AL031280.1","ENSG00000233478",NA,"",""
"33551","SELENON","ENSG00000162430",57190,"GO:0005509","calcium ion binding"
"33784","AL020996.1","ENSG00000228172",NA,"",""
"33610","MTFR1L","ENSG00000117640",56181,"",""
"33593","AUNIP","ENSG00000127423",79000,"",""
"35472","AL033528.3","ENSG00000236528",NA,"",""
"35473","PAQR7","ENSG00000182749",164091,"GO:0016021","integral component of membrane"
"189","AL033528.1","ENSG00000207302",NA,"",""
"35821","STMN1","ENSG00000117632",3925,"",""
"35876","SNRPFP2","ENSG00000229786",NA,"",""
"35875","AL033528.2","ENSG00000223624",NA,"",""
"26346","PAFAH2","ENSG00000158006",5051,"GO:0016042","lipid catabolic process"
"94","RNU6-110P","ENSG00000207237",NA,"",""
"114","AL592064.1","ENSG00000252190",NA,"",""
"255","AL592064.2","ENSG00000252691",NA,"",""
"2241","EXTL1","ENSG00000158008",2134,"",""
"2588","SLC30A2","ENSG00000158014",7780,"GO:0016021","integral component of membrane"
"2844","TRIM63","ENSG00000158022",84676,"GO:0008270","zinc ion binding"
"2997","PDIK1L","ENSG00000175087",149420,"GO:0005524","ATP binding"
"3132","FAM110D","ENSG00000197245",79927,"",""
"3150","ZNF593","ENSG00000142684",51042,"GO:0008270","zinc ion binding"
"3133","AL391650.1","ENSG00000236782",NA,"GO:0016020","membrane"
"5295","CNKSR1","ENSG00000142675",10256,"GO:0005515","protein binding"
"6616","CATSPER4","ENSG00000188782",378807,"GO:0016020","membrane"
"6986","ZPLD2P","ENSG00000236155",NA,"",""
"7457","CEP85","ENSG00000130695",64793,"GO:0005813","centrosome"
"7456","AL355877.1","ENSG00000270733",NA,"",""
"7874","SH3BGRL3","ENSG00000142669",83442,"GO:0009055","electron transfer activity"
"7902","UBXN11","ENSG00000158062",91544,"GO:0005515","protein binding"
"7863","CD52","ENSG00000169442",1043,"GO:0005623","cell"
"10761","CRYBG2","ENSG00000176092",55057,"",""
"10812","AL451139.1","ENSG00000225854",NA,"",""
"11256","ZNF683","ENSG00000176083",257101,"GO:0003676","nucleic acid binding"
"11304","LIN28A","ENSG00000131914",79727,"GO:0008270","zinc ion binding"
"27053","DHDDS","ENSG00000117682",79947,"GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups"
"27494","AL513365.1","ENSG00000223583",NA,"",""
"27495","DHDDS-AS1","ENSG00000225891",NA,"",""
"28259","HMGN2","ENSG00000198830",3151,"",""
"28353","DPPA2P2","ENSG00000224129",NA,"",""
"28943","RPS6KA1","ENSG00000117676",6195,"",""
"96","MIR1976","ENSG00000238705",NA,"",""
"263","RN7SL679P","ENSG00000243905",NA,"",""
"30064","AL627313.1","ENSG00000229247",NA,"",""
"30065","AL627082.1","ENSG00000235069",NA,"",""
"30273","AL512408.1","ENSG00000260063",NA,"",""
"30112","ARID1A","ENSG00000117713",8289,"GO:0003677","DNA binding"
"33377","PIGV","ENSG00000060642",55650,"GO:0006506","GPI anchor biosynthetic process"
"7","RN7SL165P","ENSG00000241188",NA,"",""
"33771","ZDHHC18","ENSG00000204160",84243,"GO:0016409","palmitoyltransferase activity"
"33848","SFN","ENSG00000175793",2810,"GO:0019904","protein domain specific binding"
"33883","GPN2","ENSG00000142751",54707,"GO:0000166","nucleotide binding"
"33972","GPATCH3","ENSG00000198746",63906,"GO:0032480","negative regulation of type I interferon production"
"33922","NUDC","ENSG00000090273",10726,"GO:0016020","membrane"
"33938","NR0B2","ENSG00000131910",8431,"GO:0003677","DNA binding"
"34278","KDF1","ENSG00000175707",126695,"GO:0003334","keratinocyte development"
"34296","RPL12P13","ENSG00000172746",NA,"",""
"34328","AL356390.1","ENSG00000224064",NA,"",""
"34329","OSTCP2","ENSG00000225294",NA,"",""
"34330","TRNP1","ENSG00000253368",388610,"GO:0003677","DNA binding"
"34459","TENT5B","ENSG00000158246",115572,"GO:1990817","RNA adenylyltransferase activity"
"34772","SLC9A1","ENSG00000090020",6548,"",""
"34934","AL590640.2","ENSG00000229985",NA,"",""
"34935","CHCHD3P3","ENSG00000214973",NA,"",""
"34984","NPM1P39","ENSG00000225159",NA,"",""
"34998","SNRPEP7","ENSG00000225990",NA,"",""
"34999","AL590640.1","ENSG00000224311",NA,"",""
"35030","WDTC1","ENSG00000142784",23038,"GO:0005515","protein binding"
"97","AL590640.3","ENSG00000252098",NA,"",""
"35212","FO393419.3","ENSG00000243659",NA,"",""
"35346","TMEM222","ENSG00000186501",84065,"GO:0016020","membrane"
"80","RNU6-48P","ENSG00000206888",NA,"",""
"35345","ACTG1P20","ENSG00000241547",NA,"",""
"35878","SYTL1","ENSG00000142765",84958,"GO:0006886","intracellular protein transport"
"36230","MAP3K6","ENSG00000142733",9064,"",""
"36517","FCN3","ENSG00000142748",8547,"GO:0046872","metal ion binding"
"38003","CD164L2","ENSG00000174950",388611,"GO:0016020","membrane"
"38039","FO393419.1","ENSG00000231207",NA,"",""
"38040","GPR3","ENSG00000181773",2827,"GO:0007186","G protein-coupled receptor signaling pathway"
"38441","WASF2","ENSG00000158195",10163,"GO:0005856","cytoskeleton"
"38440","FO393419.2","ENSG00000241169",NA,"",""
"38745","BX293535.1","ENSG00000237429",NA,"",""
"26853","AHDC1","ENSG00000126705",27245,"GO:0003677","DNA binding"
"30661","FGR","ENSG00000000938",2268,"GO:0005524","ATP binding"
"31142","AL031729.1","ENSG00000235912",NA,"",""
"31143","LINC02574","ENSG00000233975",NA,"",""
"31363","IFI6","ENSG00000126709",2537,"GO:0016021","integral component of membrane"
"31412","AL445490.1","ENSG00000225886",NA,"",""
"31413","CHMP1AP1","ENSG00000226662",NA,"",""
"31848","FAM76A","ENSG00000009780",199870,"GO:0005654","nucleoplasm"
"31847","AL020997.1","ENSG00000231344",NA,"",""
"32028","RPEP3","ENSG00000230833",NA,"",""
"32723","STX12","ENSG00000117758",23673,"GO:0016020","membrane"
"32722","AL020997.2","ENSG00000269971",NA,"",""
"32753","AL020997.3","ENSG00000270031",NA,"",""
"348","RNU6-1245P","ENSG00000223062",NA,"",""
"32805","PPP1R8","ENSG00000117751",5511,"GO:0005515","protein binding"
"299","SCARNA1","ENSG00000252947",NA,"",""
"33183","THEMIS2","ENSG00000130775",9473,"GO:0005515","protein binding"
"33681","RPA2","ENSG00000117748",6118,"GO:0003677","DNA binding"
"35052","SMPDL3B","ENSG00000130768",27293,"GO:0016787","hydrolase activity"
"35145","AL512288.1","ENSG00000227050",NA,"",""
"35022","XKR8","ENSG00000158156",55113,"GO:0016021","integral component of membrane"
"35918","EYA3","ENSG00000158161",2140,"GO:0004725","protein tyrosine phosphatase activity"
"36161","AL512288.2","ENSG00000238231",NA,"",""
"341","RN7SL559P","ENSG00000240750",NA,"",""
"36413","SPCS2P4","ENSG00000228589",NA,"",""
"36414","AL137792.1","ENSG00000214812",NA,"",""
"36415","PTAFR","ENSG00000169403",5724,"GO:0007186","G protein-coupled receptor signaling pathway"
"36534","DNAJC8","ENSG00000126698",22826,"",""
"36675","ATP5IF1","ENSG00000130770",93974,"GO:0005739","mitochondrion"
"36702","AL353622.1","ENSG00000270605",NA,"",""
"37018","AL353622.2","ENSG00000271398",NA,"",""
"37022","SESN2","ENSG00000130766",83667,"GO:0005634","nucleus"
"37273","MED18","ENSG00000130772",54797,"",""
"37480","PHACTR4","ENSG00000204138",65979,"",""
"37479","CR391992.1","ENSG00000229820",NA,"",""
"287","RNU6ATAC27P","ENSG00000221216",NA,"",""
"38008","RCC1","ENSG00000180198",1104,"GO:0005634","nucleus"
"38119","SNHG3","ENSG00000242125",NA,"",""
"359","SNORA73B","ENSG00000200087",NA,"",""
"38007","PRDX3P2","ENSG00000231468",NA,"",""
"4762","TRNAU1AP","ENSG00000180098",54952,"GO:0003676","nucleic acid binding"
"4784","SNHG12","ENSG00000197989",NA,"",""
"303","SNORD99","ENSG00000221539",NA,"",""
"7834","TAF12","ENSG00000120656",6883,"",""
"7884","RAB42","ENSG00000188060",115273,"GO:0005525","GTP binding"
"8854","LINC01715","ENSG00000229388",NA,"",""
"8856","AL360012.1","ENSG00000270103",NA,"",""
"9676","GMEB1","ENSG00000162419",10691,"GO:0003677","DNA binding"
"42","AL645729.1","ENSG00000252777",NA,"",""
"9718","YTHDF2","ENSG00000198492",51441,"",""
"9887","OPRD1","ENSG00000116329",4985,"GO:0007186","G protein-coupled receptor signaling pathway"
"9940","AL009181.2","ENSG00000233427",NA,"",""
"28","AL009181.1","ENSG00000199756",NA,"",""
"13423","EPB41","ENSG00000159023",2035,"GO:0005856","cytoskeleton"
"13968","AL138785.2","ENSG00000225616",NA,"",""
"13961","TMEM200B","ENSG00000253304",399474,"GO:0016020","membrane"
"14784","AL357500.1","ENSG00000225750",NA,"",""
"15400","SRSF4","ENSG00000116350",6429,"GO:0003676","nucleic acid binding"
"16440","MECR","ENSG00000116353",51102,"GO:0055114","oxidation-reduction process"
"16515","AL590729.1","ENSG00000237934",NA,"",""
